Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Mụn trứng cá,Phát ban da,Mụn mủ,Mụn đầu đen,Sẹo,,,,,,,,,,,,,
Nhiễm trùng đường tiết niệu,Tiểu buốt,Khó chịu bàng quang,Nước tiểu có mùi hôi,Cảm giác buồn tiểu liên tục,,,,,,,,,,,,,
Vảy nến,Phát ban da,Đau khớp,Tróc da,Vảy bạc,Rỗ móng tay,Viêm quanh móng,,,,,,,,,,,
Chốc lở,Phát ban da,Sốt cao,Phồng rộp,Vết đỏ quanh mũi,Chảy mủ vảy vàng,,,,,,,,,,,,
Nhiễm nấm,Ngứa,Phát ban da,Nổi mụn cục trên da,Vùng da mất sắc tố,,,,,,,,,,,,,
Dị ứng,Hắt hơi liên tục,Run,Ớn lạnh,Chảy nước mắt,,,,,,,,,,,,,
Trào ngược dạ dày thực quản,Đau dạ dày,Trào ngược axit,Loét lưỡi,Nôn,Ho,Đau ngực,,,,,,,,,,,
Ứ mật mãn tính,Ngứa,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,,
Phản ứng thuốc,Ngứa,Phát ban da,Đau dạ dày,Tiểu buốt,Tiểu ra máu,,,,,,,,,,,,
Loét dạ dày tá tràng,Nôn,Khó tiêu,Chán ăn,Đau bụng,Xì hơi,Ngứa trong người,,,,,,,,,,,
AIDS,Teo cơ,Có mảng trắng trong cổ họng,Sốt cao,Quan hệ ngoài hôn nhân,,,,,,,,,,,,,
Tiểu đường,Mệt mỏi,Sút cân,Bồn chồn,Uể oải,Đường huyết không ổn định,Mờ mắt và nhìn biến dạng,Béo phì,Đói quá mức,Tăng cảm giác thèm ăn,Tiểu nhiều,,,,,,,
Viêm dạ dày ruột,Nôn,Mắt trũng,Mất nước,Tiêu chảy,,,,,,,,,,,,,
Hen phế quản,Mệt mỏi,Ho,Sốt cao,Khó thở,Tiền sử gia đình,Đờm nhầy,,,,,,,,,,,
Tăng huyết áp,Đau đầu,Đau ngực,Chóng mặt,Mất thăng bằng,Mất tập trung,,,,,,,,,,,,
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Dễ cáu gắt,Rối loạn thị giác,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,
Hạ đường huyết,Nôn,Mệt mỏi,Lo âu,Đổ mồ hôi,Đau đầu,Buồn nôn,Mờ mắt và nhìn biến dạng,Đói quá mức,Khô và ngứa ran môi,Nói ngọng,Dễ cáu gắt,Đánh trống ngực,,,,,
Viêm xương khớp,Đau khớp,Đau cổ,Đau đầu gối,Đau khớp háng,Sưng khớp,Đau khi đi lại,,,,,,,,,,,
Viêm khớp,Yếu cơ,Cứng cổ,Sưng khớp,Cứng khớp,Đau khi đi lại,,,,,,,,,,,,
Chóng mặt tư thế kịch phát lành tính,Nôn,Đau đầu,Buồn nôn,Chóng mặt xoay tròn,Mất thăng bằng,Đi đứng không vững,,,,,,,,,,,
Mụn trứng cá,Phát ban da,Mụn mủ,Mụn đầu đen,Sẹo,,,,,,,,,,,,,
Nhiễm trùng đường tiết niệu,Tiểu buốt,Khó chịu bàng quang,Nước tiểu có mùi hôi,Cảm giác buồn tiểu liên tục,,,,,,,,,,,,,
Vảy nến,Phát ban da,Đau khớp,Tróc da,Vảy bạc,Rỗ móng tay,Viêm quanh móng,,,,,,,,,,,
Chốc lở,Phát ban da,Sốt cao,Phồng rộp,Vết đỏ quanh mũi,Chảy mủ vảy vàng,,,,,,,,,,,,
Nhiễm nấm,Ngứa,Phát ban da,Nổi mụn cục trên da,Vùng da mất sắc tố,,,,,,,,,,,,,
Dị ứng,Hắt hơi liên tục,Run,Ớn lạnh,Chảy nước mắt,,,,,,,,,,,,,
Trào ngược dạ dày thực quản,Đau dạ dày,Trào ngược axit,Loét lưỡi,Nôn,Ho,Đau ngực,,,,,,,,,,,
Ứ mật mãn tính,Ngứa,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,,
Phản ứng thuốc,Ngứa,Phát ban da,Đau dạ dày,Tiểu buốt,Tiểu ra máu,,,,,,,,,,,,
Loét dạ dày tá tràng,Nôn,Khó tiêu,Chán ăn,Đau bụng,Xì hơi,Ngứa trong người,,,,,,,,,,,
AIDS,Teo cơ,Có mảng trắng trong cổ họng,Sốt cao,Quan hệ ngoài hôn nhân,,,,,,,,,,,,,
Tiểu đường,Mệt mỏi,Sút cân,Bồn chồn,Uể oải,Đường huyết không ổn định,Mờ mắt và nhìn biến dạng,Béo phì,Đói quá mức,Tăng cảm giác thèm ăn,Tiểu nhiều,,,,,,,
Viêm dạ dày ruột,Nôn,Mắt trũng,Mất nước,Tiêu chảy,,,,,,,,,,,,,
Hen phế quản,Mệt mỏi,Ho,Sốt cao,Khó thở,Tiền sử gia đình,Đờm nhầy,,,,,,,,,,,
Tăng huyết áp,Đau đầu,Đau ngực,Chóng mặt,Mất thăng bằng,Mất tập trung,,,,,,,,,,,,
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Dễ cáu gắt,Rối loạn thị giác,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,
Hạ đường huyết,Nôn,Mệt mỏi,Lo âu,Đổ mồ hôi,Đau đầu,Buồn nôn,Mờ mắt và nhìn biến dạng,Đói quá mức,Khô và ngứa ran môi,Nói ngọng,Dễ cáu gắt,Đánh trống ngực,,,,,
Viêm xương khớp,Đau khớp,Đau cổ,Đau đầu gối,Đau khớp háng,Sưng khớp,Đau khi đi lại,,,,,,,,,,,
Viêm khớp,Yếu cơ,Cứng cổ,Sưng khớp,Cứng khớp,Đau khi đi lại,,,,,,,,,,,,
Chóng mặt tư thế kịch phát lành tính,Nôn,Đau đầu,Buồn nôn,Chóng mặt xoay tròn,Mất thăng bằng,Đi đứng không vững,,,,,,,,,,,
Mụn trứng cá,Phát ban da,Mụn mủ,Mụn đầu đen,Sẹo,,,,,,,,,,,,,
Nhiễm trùng đường tiết niệu,Tiểu buốt,Khó chịu bàng quang,Nước tiểu có mùi hôi,Cảm giác buồn tiểu liên tục,,,,,,,,,,,,,
Vảy nến,Phát ban da,Đau khớp,Tróc da,Vảy bạc,Rỗ móng tay,Viêm quanh móng,,,,,,,,,,,
Chốc lở,Phát ban da,Sốt cao,Phồng rộp,Vết đỏ quanh mũi,Chảy mủ vảy vàng,,,,,,,,,,,,
Nhiễm nấm,Ngứa,Phát ban da,Nổi mụn cục trên da,Vùng da mất sắc tố,,,,,,,,,,,,,
Dị ứng,Hắt hơi liên tục,Run,Ớn lạnh,Chảy nước mắt,,,,,,,,,,,,,
Trào ngược dạ dày thực quản,Đau dạ dày,Trào ngược axit,Loét lưỡi,Nôn,Ho,Đau ngực,,,,,,,,,,,
Ứ mật mãn tính,Ngứa,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,,
Phản ứng thuốc,Ngứa,Phát ban da,Đau dạ dày,Tiểu buốt,Tiểu ra máu,,,,,,,,,,,,
Loét dạ dày tá tràng,Nôn,Khó tiêu,Chán ăn,Đau bụng,Xì hơi,Ngứa trong người,,,,,,,,,,,
AIDS,Teo cơ,Có mảng trắng trong cổ họng,Sốt cao,Quan hệ ngoài hôn nhân,,,,,,,,,,,,,
Tiểu đường,Mệt mỏi,Sút cân,Bồn chồn,Uể oải,Đường huyết không ổn định,Mờ mắt và nhìn biến dạng,Béo phì,Đói quá mức,Tăng cảm giác thèm ăn,Tiểu nhiều,,,,,,,
Viêm dạ dày ruột,Nôn,Mắt trũng,Mất nước,Tiêu chảy,,,,,,,,,,,,,
Hen phế quản,Mệt mỏi,Ho,Sốt cao,Khó thở,Tiền sử gia đình,Đờm nhầy,,,,,,,,,,,
Tăng huyết áp,Đau đầu,Đau ngực,Chóng mặt,Mất thăng bằng,Mất tập trung,,,,,,,,,,,,
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Dễ cáu gắt,Rối loạn thị giác,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,
Hạ đường huyết,Nôn,Mệt mỏi,Lo âu,Đổ mồ hôi,Đau đầu,Buồn nôn,Mờ mắt và nhìn biến dạng,Đói quá mức,Khô và ngứa ran môi,Nói ngọng,Dễ cáu gắt,Đánh trống ngực,,,,,
Viêm xương khớp,Đau khớp,Đau cổ,Đau đầu gối,Đau khớp háng,Sưng khớp,Đau khi đi lại,,,,,,,,,,,
Viêm khớp,Yếu cơ,Cứng cổ,Sưng khớp,Cứng khớp,Đau khi đi lại,,,,,,,,,,,,
Chóng mặt tư thế kịch phát lành tính,Nôn,Đau đầu,Buồn nôn,Chóng mặt xoay tròn,Mất thăng bằng,Đi đứng không vững,,,,,,,,,,,
Mụn trứng cá,Phát ban da,Mụn mủ,Mụn đầu đen,Sẹo,,,,,,,,,,,,,
Nhiễm trùng đường tiết niệu,Tiểu buốt,Khó chịu bàng quang,Nước tiểu có mùi hôi,Cảm giác buồn tiểu liên tục,,,,,,,,,,,,,
Vảy nến,Phát ban da,Đau khớp,Tróc da,Vảy bạc,Rỗ móng tay,Viêm quanh móng,,,,,,,,,,,
Chốc lở,Phát ban da,Sốt cao,Phồng rộp,Vết đỏ quanh mũi,Chảy mủ vảy vàng,,,,,,,,,,,,
Nhiễm nấm,Ngứa,Phát ban da,Nổi mụn cục trên da,Vùng da mất sắc tố,,,,,,,,,,,,,
Dị ứng,Hắt hơi liên tục,Run,Ớn lạnh,Chảy nước mắt,,,,,,,,,,,,,
Trào ngược dạ dày thực quản,Đau dạ dày,Trào ngược axit,Loét lưỡi,Nôn,Ho,Đau ngực,,,,,,,,,,,
Ứ mật mãn tính,Ngứa,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,,
Phản ứng thuốc,Ngứa,Phát ban da,Đau dạ dày,Tiểu buốt,Tiểu ra máu,,,,,,,,,,,,
Loét dạ dày tá tràng,Nôn,Khó tiêu,Chán ăn,Đau bụng,Xì hơi,Ngứa trong người,,,,,,,,,,,
AIDS,Teo cơ,Có mảng trắng trong cổ họng,Sốt cao,Quan hệ ngoài hôn nhân,,,,,,,,,,,,,
Tiểu đường,Mệt mỏi,Sút cân,Bồn chồn,Uể oải,Đường huyết không ổn định,Mờ mắt và nhìn biến dạng,Béo phì,Đói quá mức,Tăng cảm giác thèm ăn,Tiểu nhiều,,,,,,,
Viêm dạ dày ruột,Nôn,Mắt trũng,Mất nước,Tiêu chảy,,,,,,,,,,,,,
Hen phế quản,Mệt mỏi,Ho,Sốt cao,Khó thở,Tiền sử gia đình,Đờm nhầy,,,,,,,,,,,
Tăng huyết áp,Đau đầu,Đau ngực,Chóng mặt,Mất thăng bằng,Mất tập trung,,,,,,,,,,,,
Đau nửa đầu,Trào ngược axit,Khó tiêu,Đau đầu,Mờ mắt và nhìn biến dạng,Đói quá mức,Cứng cổ,Trầm cảm,Dễ cáu gắt,Rối loạn thị giác,,,,,,,,
Thoái hóa đốt sống cổ,Đau lưng,Yếu chi,Đau cổ,Chóng mặt,Mất thăng bằng,,,,,,,,,,,,
Liệt (xuất huyết não),Nôn,Đau đầu,Yếu nửa người,Rối loạn ý thức,,,,,,,,,,,,,
Vàng da,Ngứa,Nôn,Mệt mỏi,Sút cân,Sốt cao,Vàng da,Nước tiểu sẫm màu,Đau bụng,,,,,,,,,
Sốt rét,Ớn lạnh,Nôn,Sốt cao,Đổ mồ hôi,Đau đầu,Buồn nôn,Tiêu chảy,Đau cơ,,,,,,,,,
Thủy đậu,Ngứa,Phát ban da,Mệt mỏi,Uể oải,Sốt cao,Đau đầu,Chán ăn,Sốt nhẹ,Hạch bạch huyết sưng to,Khó chịu toàn thân,Nốt đỏ khắp người,,,,,,
Sốt xuất huyết,Phát ban da,Ớn lạnh,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Chán ăn,Đau sau hốc mắt,Đau lưng,Khó chịu toàn thân,Đau cơ,Nốt đỏ khắp người,,,
Thương hàn,Ớn lạnh,Nôn,Mệt mỏi,Sốt cao,Đau đầu,Buồn nôn,Táo bón,Đau bụng,Tiêu chảy,Vẻ mặt nhiễm độc (typhos),Đau bụng,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
